Local Time,Label (Target),Attention,Meditation,Alpha,Beta,Theta,Delta,Gamma,Head Pose,Gaze,Emotion
10:24:20 24/5/2026,Tập trung,79,45,65828,204037,51759,149377,28578,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:24:21 24/5/2026,Tập trung,78,50,83922,224549,48301,116681,42692,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:24:22 24/5/2026,Tập trung,87,57,97117,244164,41073,67130,35478,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:23 24/5/2026,Tập trung,75,53,78597,133983,56433,113972,42083,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:24 24/5/2026,Tập trung,79,49,63906,243833,48644,50670,26361,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:25 24/5/2026,Tập trung,76,60,80636,295983,35688,98657,37560,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:26 24/5/2026,Tập trung,97,48,80476,213982,64153,51397,25761,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:27 24/5/2026,Tập trung,75,48,102097,222039,23035,65692,34604,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:24:28 24/5/2026,Tập trung,98,48,74521,150558,30373,111976,23761,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:24:29 24/5/2026,Tập trung,95,56,62890,214203,71735,90303,36903,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:30 24/5/2026,Tập trung,90,56,57904,192603,20015,51574,34962,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:31 24/5/2026,Tập trung,82,59,44253,208583,55671,69602,17221,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:32 24/5/2026,Tập trung,97,59,75040,214430,69057,83207,29936,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:33 24/5/2026,Tập trung,88,58,64539,256634,67385,99348,34038,Nhìn thẳng,Nhìn thẳng,Tức giận
10:24:34 24/5/2026,Tập trung,84,41,71756,221478,24697,73324,32132,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:35 24/5/2026,Tập trung,83,59,107260,277182,69396,74727,33854,Quay trái,Liếc xuống,Bình thường
10:24:36 24/5/2026,Tập trung,87,42,106579,186047,29617,124138,40655,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:37 24/5/2026,Tập trung,83,50,80219,113609,54880,144182,31412,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:38 24/5/2026,Tập trung,89,40,61390,130183,24697,145941,42115,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:39 24/5/2026,Tập trung,98,44,72942,207528,49464,65202,29307,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:40 24/5/2026,Tập trung,80,49,96586,181184,71950,75968,41987,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:41 24/5/2026,Tập trung,90,46,96654,221679,42309,72440,32223,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:42 24/5/2026,Tập trung,78,48,97532,289292,63632,88304,36419,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:43 24/5/2026,Tập trung,86,44,97858,134395,37318,58409,27721,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:45 24/5/2026,Sao nhãng,94,47,77535,183425,21116,83251,31531,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:24:46 24/5/2026,Tập trung,81,53,73770,291993,34360,135597,33069,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:47 24/5/2026,Sao nhãng,87,40,99962,139120,21623,60083,45319,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:48 24/5/2026,Tập trung,90,60,91975,143380,50459,86250,40139,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:49 24/5/2026,Tập trung,85,54,95915,143834,43718,110542,24598,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:50 24/5/2026,Tập trung,81,43,69144,198146,48057,117326,39499,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:51 24/5/2026,Tập trung,98,46,73970,220194,53411,65967,29173,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:52 24/5/2026,Tập trung,81,48,106497,130647,74248,86888,29954,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:53 24/5/2026,Tập trung,98,52,75821,183089,40494,143485,43026,Quay trái,Liếc xuống,Tức giận
10:24:54 24/5/2026,Tập trung,98,45,85301,268597,41870,118490,31696,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:24:55 24/5/2026,Tập trung,87,58,81746,191110,55977,50073,35618,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:56 24/5/2026,Tập trung,97,51,105209,123660,52584,73700,20650,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:57 24/5/2026,Tập trung,88,44,100989,183199,77963,67952,25253,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:58 24/5/2026,Tập trung,75,54,63384,158520,72777,139620,30459,Nhìn thẳng,Nhìn thẳng,Bình thường
10:24:59 24/5/2026,Sao nhãng,98,60,80743,169798,70599,129260,33348,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:00 24/5/2026,Tập trung,96,50,64381,245864,75407,106083,38221,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:01 24/5/2026,Tập trung,88,41,114586,156308,52902,100121,24513,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:02 24/5/2026,Tập trung,82,49,71679,161085,66579,92243,29207,Ngẩng lên,Liếc xuống,Bình thường
10:25:03 24/5/2026,Tập trung,92,49,100523,244620,52586,75824,35787,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:04 24/5/2026,Tập trung,90,52,82724,257179,22016,122027,22803,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:05 24/5/2026,Tập trung,96,57,97210,150634,77167,74319,28622,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:06 24/5/2026,Tập trung,97,45,84401,213805,55283,100158,20287,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:07 24/5/2026,Tập trung,84,57,67852,209574,74620,110273,40227,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:08 24/5/2026,Tập trung,95,58,105681,161278,51123,130907,34449,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:09 24/5/2026,Tập trung,82,57,91084,219493,58163,90924,23264,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:10 24/5/2026,Tập trung,76,41,69356,224980,62305,69077,31648,Quay phải,Liếc phải,Bình thường
10:25:11 24/5/2026,Tập trung,77,45,80225,196166,55996,145856,33628,Nhìn thẳng,Nhìn thẳng,Tức giận
10:25:12 24/5/2026,Tập trung,95,57,51687,220694,40500,97154,29207,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:13 24/5/2026,Tập trung,86,53,94618,177982,52793,108770,29074,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:14 24/5/2026,Tập trung,93,48,95448,252692,66799,57830,48235,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:15 24/5/2026,Tập trung,86,45,108335,206672,59553,89607,30397,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:16 24/5/2026,Tập trung,79,52,68335,145554,37864,128802,27747,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:25:17 24/5/2026,Tập trung,97,41,83480,257662,74648,119114,21573,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:18 24/5/2026,Tập trung,93,57,45416,217610,76028,76096,19645,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:19 24/5/2026,Tập trung,88,42,64212,185748,27698,80763,17512,Ngẩng lên,Liếc lên,Bình thường
10:25:20 24/5/2026,Tập trung,95,59,81351,256986,69224,85014,48305,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:21 24/5/2026,Tập trung,75,55,63967,232715,32518,61140,37435,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:22 24/5/2026,Tập trung,97,50,95110,197570,47497,100091,33229,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:23 24/5/2026,Tập trung,91,54,82581,228399,41844,110107,20920,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:24 24/5/2026,Tập trung,75,58,59162,185727,59266,82321,22357,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:25 24/5/2026,Tập trung,87,40,48709,171779,55409,113740,40577,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:26 24/5/2026,Tập trung,97,41,88994,259673,78768,89794,36371,Cúi xuống,Liếc lên,Bình thường
10:25:27 24/5/2026,Tập trung,85,46,58226,139677,57488,130397,31108,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:28 24/5/2026,Tập trung,83,42,71319,178502,69987,61544,26291,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:30 24/5/2026,Tập trung,98,44,63726,207314,29762,50507,39097,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:25:31 24/5/2026,Tập trung,83,50,97866,166281,50119,74633,25316,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:32 24/5/2026,Tập trung,90,60,73116,167402,21187,50959,33659,Nhìn thẳng,Nhìn thẳng,Tức giận
10:25:33 24/5/2026,Tập trung,76,46,79083,203964,47351,80520,30880,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:34 24/5/2026,Tập trung,89,43,110199,171967,42429,140714,29308,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:25:35 24/5/2026,Tập trung,98,60,103104,184589,48855,143106,29754,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:36 24/5/2026,Sao nhãng,94,40,84326,166462,71414,58647,37044,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:37 24/5/2026,Tập trung,91,53,76420,221534,21840,127592,31987,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:38 24/5/2026,Tập trung,95,52,112305,185870,61627,53834,33158,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:39 24/5/2026,Tập trung,85,48,105678,180372,63854,85763,34134,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:40 24/5/2026,Tập trung,75,51,72940,193939,35237,90569,18822,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:41 24/5/2026,Tập trung,78,58,67071,174440,33564,87491,27110,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:42 24/5/2026,Tập trung,79,43,82889,255662,33516,80288,41596,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:25:43 24/5/2026,Tập trung,81,48,66787,160177,56121,96226,27256,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:44 24/5/2026,Tập trung,95,50,63111,188258,49532,135549,34363,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:45 24/5/2026,Tập trung,97,47,107136,163546,56965,142538,27783,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:46 24/5/2026,Tập trung,98,44,91040,241583,49560,116240,42553,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:47 24/5/2026,Tập trung,93,41,85397,219232,58803,102126,42492,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:48 24/5/2026,Tập trung,85,51,80030,188362,69555,58405,41229,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:49 24/5/2026,Tập trung,84,53,102024,133680,67604,78109,31925,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:50 24/5/2026,Tập trung,78,43,62707,229110,25746,87381,30256,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:51 24/5/2026,Tập trung,76,56,73954,246135,36314,139169,44868,Quay phải,Liếc xuống,Ngạc nhiên
10:25:52 24/5/2026,Tập trung,97,51,86550,241079,27568,66262,18173,Quay phải,Liếc lên,Bình thường
10:25:53 24/5/2026,Tập trung,81,43,90042,220511,33313,122405,31613,Ngẩng lên,Liếc trái,Vui vẻ
10:25:54 24/5/2026,Tập trung,82,53,78234,184947,46153,119304,33219,Quay phải,Liếc phải,Bình thường
10:25:55 24/5/2026,Tập trung,93,48,60800,224142,46978,117769,30109,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:56 24/5/2026,Tập trung,77,47,95118,192343,57160,133410,30521,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:57 24/5/2026,Tập trung,78,42,63238,196232,70561,67114,23744,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:58 24/5/2026,Tập trung,96,43,74177,230348,24504,124954,34165,Nhìn thẳng,Nhìn thẳng,Bình thường
10:25:59 24/5/2026,Tập trung,88,44,56963,134410,75881,134104,25269,Nhìn thẳng,Nhìn thẳng,Bình thường
10:26:00 24/5/2026,Tập trung,95,48,68309,186778,52236,96431,15769,Nhìn thẳng,Nhìn thẳng,Bình thường
10:26:01 24/5/2026,Sao nhãng,98,58,101391,142462,25131,69322,19457,Nhìn thẳng,Nhìn thẳng,Vui vẻ
10:26:34 24/5/2026,Sao nhãng,24,91,43281,5554,652859,1136487,3968,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:26:35 24/5/2026,Sao nhãng,29,62,41674,4776,269857,692876,3790,Quay phải,Liếc phải,Khó chịu
10:26:36 24/5/2026,Sao nhãng,40,71,65826,13933,320532,1041316,4794,Quay phải,Liếc phải,Vui vẻ
10:26:37 24/5/2026,Sao nhãng,37,68,62069,16348,218590,875213,2875,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:26:38 24/5/2026,Sao nhãng,19,78,69510,11833,640292,1011339,1911,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
10:26:39 24/5/2026,Sao nhãng,34,90,74833,18341,631730,1147814,2976,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:26:40 24/5/2026,Sao nhãng,24,62,21326,18293,591988,834277,2088,Quay phải,Liếc phải,Buồn bã
10:26:41 24/5/2026,Sao nhãng,35,66,50564,7310,777421,1123543,3478,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:26:42 24/5/2026,Sao nhãng,20,64,62613,12079,594456,559629,3778,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:26:43 24/5/2026,Sao nhãng,22,78,57770,10697,435474,1431861,1420,Quay trái,Liếc trái,Buồn bã
10:26:44 24/5/2026,Sao nhãng,26,77,70653,7048,583793,565592,5423,Quay trái,Liếc trái,Khó chịu
10:26:45 24/5/2026,Sao nhãng,21,69,52020,6093,259092,517873,2269,Quay trái,Liếc trái,Buồn bã
10:26:46 24/5/2026,Sao nhãng,10,67,21935,8602,319511,971377,5166,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:26:47 24/5/2026,Sao nhãng,14,67,44178,12779,538151,770248,3346,Quay trái,Liếc trái,Khó chịu
10:26:48 24/5/2026,Sao nhãng,37,88,41566,8973,710254,963866,2896,Quay phải,Liếc phải,Buồn bã
10:26:49 24/5/2026,Sao nhãng,38,66,45895,13621,708858,1146696,3530,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:26:50 24/5/2026,Sao nhãng,21,65,54204,6548,657161,683239,4434,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:26:51 24/5/2026,Sao nhãng,31,90,47190,9439,436664,1410725,4699,Quay trái,Liếc trái,Khó chịu
10:26:52 24/5/2026,Tập trung,40,67,62716,10437,422965,964108,4457,Cúi xuống,Liếc xuống,Buồn bã
10:26:53 24/5/2026,Sao nhãng,12,95,42451,9113,372441,575840,3620,Quay trái,Liếc trái,Khó chịu
10:26:54 24/5/2026,Sao nhãng,35,65,76460,17576,797658,675119,3581,Quay phải,Liếc phải,Vui vẻ
10:26:55 24/5/2026,Sao nhãng,26,85,52817,3029,568302,1385760,5502,Quay phải,Liếc phải,Buồn bã
10:26:56 24/5/2026,Sao nhãng,29,95,54179,6722,390937,1133474,2596,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:26:57 24/5/2026,Sao nhãng,25,78,65330,13252,743030,1118889,2402,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:26:58 24/5/2026,Sao nhãng,23,76,50636,11083,734030,1372987,3014,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:26:59 24/5/2026,Sao nhãng,31,81,64706,14214,662096,1307205,1810,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:27:00 24/5/2026,Sao nhãng,12,63,34738,6916,645448,1204792,5466,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:27:01 24/5/2026,Sao nhãng,20,83,26031,12620,668565,1255933,4588,Quay phải,Liếc phải,Buồn bã
10:27:02 24/5/2026,Sao nhãng,29,84,41035,8784,521493,869160,5029,Quay trái,Liếc lên,Buồn bã
10:27:03 24/5/2026,Sao nhãng,31,74,58161,11199,409386,838935,2477,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:27:04 24/5/2026,Sao nhãng,34,67,44435,11278,244253,689424,2443,Nhìn thẳng,Nhìn thẳng,Bình thường
10:27:05 24/5/2026,Sao nhãng,25,69,49936,12268,268513,525468,3033,Quay phải,Liếc phải,Buồn bã
10:27:06 24/5/2026,Sao nhãng,35,72,41123,13147,289068,703436,5255,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:27:07 24/5/2026,Sao nhãng,26,82,49375,9165,459842,1028618,3287,Cúi xuống,Liếc xuống,Khó chịu
10:27:08 24/5/2026,Sao nhãng,34,60,32730,12028,556167,516105,4792,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:27:09 24/5/2026,Sao nhãng,38,78,59070,7325,782350,1027800,2496,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:27:10 24/5/2026,Sao nhãng,10,63,57452,5953,640396,1146220,2074,Quay trái,Liếc trái,Khó chịu
10:27:12 24/5/2026,Sao nhãng,15,94,64205,13754,730318,1359503,2673,Không tìm thấy mặt,Không tìm thấy mắt,Vui vẻ
10:27:13 24/5/2026,Tập trung,34,85,50650,4596,217533,765535,5772,Ngẩng lên,Liếc lên,Buồn bã
10:27:14 24/5/2026,Sao nhãng,21,67,63070,12882,767788,1468275,4591,Quay trái,Liếc trái,Buồn bã
10:27:15 24/5/2026,Sao nhãng,25,72,56360,14332,484816,757013,1928,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:27:16 24/5/2026,Sao nhãng,33,86,49597,9183,556912,705222,3975,Ngẩng lên,Liếc trái,Buồn bã
10:27:17 24/5/2026,Sao nhãng,28,77,29540,14789,206036,1407051,1753,Quay phải,Liếc phải,Buồn bã
10:27:18 24/5/2026,Sao nhãng,33,82,46715,9263,328783,626756,2294,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:27:19 24/5/2026,Sao nhãng,24,82,65807,7096,719126,1191398,2205,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:27:20 24/5/2026,Sao nhãng,27,69,49163,14731,555973,1233340,2015,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:27:21 24/5/2026,Sao nhãng,39,94,65937,7339,586289,1238206,3654,Quay phải,Liếc phải,Buồn bã
10:27:22 24/5/2026,Sao nhãng,31,74,73037,7629,755421,1002499,3052,Quay phải,Liếc phải,Buồn bã
10:27:23 24/5/2026,Sao nhãng,29,79,31849,5484,787296,601735,4400,Quay trái,Liếc trái,Buồn bã
10:27:24 24/5/2026,Sao nhãng,28,65,51075,13952,416865,847273,4544,Nhìn thẳng,Nhìn thẳng,Bình thường
10:27:25 24/5/2026,Sao nhãng,16,90,40353,11076,705702,1429961,2015,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:27:26 24/5/2026,Sao nhãng,11,74,32374,13848,363759,1038916,2456,Quay trái,Liếc trái,Buồn bã
10:27:27 24/5/2026,Tập trung,39,79,56404,10483,347204,656414,3932,Quay phải,Liếc phải,Buồn bã
10:27:28 24/5/2026,Sao nhãng,18,83,49624,16219,576173,900776,2255,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:27:29 24/5/2026,Sao nhãng,12,63,36078,11743,547107,1463210,5305,Quay phải,Liếc phải,Buồn bã
10:27:30 24/5/2026,Sao nhãng,39,89,44456,10994,276027,1266234,3222,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:27:31 24/5/2026,Sao nhãng,16,67,28832,3702,404630,579087,3880,Quay phải,Liếc phải,Buồn bã
10:27:32 24/5/2026,Sao nhãng,28,71,49629,7335,459453,938587,3796,Quay phải,Liếc phải,Tức giận
10:27:33 24/5/2026,Sao nhãng,40,92,61153,8143,432300,568500,2018,Ngẩng lên,Liếc trái,Khó chịu
10:27:34 24/5/2026,Sao nhãng,39,71,49848,9858,699615,874768,1662,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
10:27:35 24/5/2026,Sao nhãng,30,63,57659,19026,455648,1142015,2663,Quay phải,Liếc xuống,Buồn bã
10:27:36 24/5/2026,Sao nhãng,40,76,54123,10935,658717,1106855,3727,Quay trái,Liếc trái,Buồn bã
10:27:37 24/5/2026,Sao nhãng,15,77,43643,7692,664689,768915,1528,Quay phải,Liếc phải,Buồn bã
10:27:38 24/5/2026,Sao nhãng,15,86,54201,14155,693840,1131660,5547,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:27:39 24/5/2026,Sao nhãng,24,62,38788,11628,743764,779372,5187,Quay phải,Liếc phải,Buồn bã
10:27:40 24/5/2026,Sao nhãng,38,95,69322,17589,298546,1077817,3491,Quay trái,Liếc trái,Khó chịu
10:27:41 24/5/2026,Sao nhãng,34,80,40785,11617,526712,896039,3253,Quay trái,Liếc trái,Buồn bã
10:27:42 24/5/2026,Sao nhãng,27,74,62890,12300,761243,1230004,3458,Quay trái,Liếc trái,Buồn bã
10:27:43 24/5/2026,Sao nhãng,30,89,41913,10355,302418,721006,2328,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
10:27:44 24/5/2026,Sao nhãng,35,76,61454,10406,496167,771459,1667,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:27:45 24/5/2026,Sao nhãng,30,63,43127,11106,276028,626172,5405,Quay trái,Liếc trái,Buồn bã
10:27:46 24/5/2026,Sao nhãng,11,82,35397,10524,327390,648651,4602,Quay phải,Liếc phải,Buồn bã
10:27:47 24/5/2026,Sao nhãng,10,79,63792,18139,357277,1263552,3423,Quay trái,Liếc trái,Buồn bã
10:27:48 24/5/2026,Sao nhãng,18,60,50840,13247,728656,866840,3660,Quay trái,Liếc trái,Khó chịu
10:27:49 24/5/2026,Sao nhãng,24,69,37176,16268,746731,881168,2569,Quay phải,Liếc phải,Buồn bã
10:27:50 24/5/2026,Sao nhãng,25,89,48839,15903,686036,1091253,3509,Quay trái,Liếc trái,Bình thường
10:27:51 24/5/2026,Sao nhãng,32,90,24177,8728,519746,1466538,3013,Quay trái,Liếc trái,Buồn bã
10:27:52 24/5/2026,Sao nhãng,30,64,57401,8979,639859,682994,4993,Quay trái,Liếc trái,Buồn bã
10:27:54 24/5/2026,Sao nhãng,31,67,58656,7568,605356,1276993,3052,Quay phải,Liếc phải,Bình thường
10:27:55 24/5/2026,Sao nhãng,11,88,60691,15024,711824,1421797,2657,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:27:56 24/5/2026,Tập trung,26,79,45750,13703,490086,1489306,3064,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:27:57 24/5/2026,Sao nhãng,29,93,43758,8093,413728,550388,3469,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:27:58 24/5/2026,Sao nhãng,30,76,65624,11148,444168,1117008,3768,Quay phải,Liếc phải,Khó chịu
10:27:59 24/5/2026,Sao nhãng,24,88,32328,10958,486251,551793,2671,Quay trái,Liếc trái,Buồn bã
10:28:00 24/5/2026,Sao nhãng,25,61,36323,15299,219124,847191,5198,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
10:28:01 24/5/2026,Sao nhãng,18,63,54855,16441,619408,1361935,3452,Quay phải,Liếc phải,Khó chịu
10:28:02 24/5/2026,Sao nhãng,35,86,54028,12155,752364,695636,3631,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:28:03 24/5/2026,Sao nhãng,25,60,51085,9478,547869,639604,1852,Không tìm thấy mặt,Không tìm thấy mắt,Tức giận
10:28:04 24/5/2026,Sao nhãng,17,60,28780,11676,440941,1498074,2449,Quay trái,Liếc trái,Khó chịu
10:28:05 24/5/2026,Sao nhãng,34,72,23967,12067,219395,735845,3514,Quay phải,Liếc phải,Buồn bã
